year,variable,value,desc
2018,recogabc,.n,Not in universe
2019,recogabc,.n,Not in universe
2020,recogabc,.n,Not in universe
2021,recogabc,.n,Not in universe
2022,recogabc,.n,Not in universe
2016,recogabc,1,All of them
2017,recogabc,1,All of them
2018,recogabc,1,All of them
2019,recogabc,1,All of them
2020,recogabc,1,All of them
2021,recogabc,1,All of them
2022,recogabc,1,All of them
2016,recogabc,2,Most of them
2017,recogabc,2,Most of them
2018,recogabc,2,Most of them
2019,recogabc,2,Most of them
2020,recogabc,2,Most of them
2021,recogabc,2,Most of them
2022,recogabc,2,Most of them
2016,recogabc,3,Some of them
2017,recogabc,3,About half of them
2018,recogabc,3,About half of them
2019,recogabc,3,About half of them
2020,recogabc,3,About half of them
2021,recogabc,3,About half of them
2022,recogabc,3,About half of them
2016,recogabc,4,None of them
2017,recogabc,4,Some of them
2018,recogabc,4,Some of them
2019,recogabc,4,Some of them
2020,recogabc,4,Some of them
2021,recogabc,4,Some of them
2022,recogabc,4,Some of them
2017,recogabc,5,None of them
2018,recogabc,5,None of them
2019,recogabc,5,None of them
2020,recogabc,5,None of them
2021,recogabc,5,None of them
2022,recogabc,5,None of them
2016,recogbegin,.d,Suppressed for confidentiality
2017,recogbegin,.d,Suppressed for confidentiality
2018,recogbegin,.d,Suppressed for confidentiality
2019,recogbegin,.d,Suppressed for confidentiality
2020,recogbegin,.d,Suppressed for confidentiality
2021,recogbegin,.d,Suppressed for confidentiality
2022,recogbegin,.d,Suppressed for confidentiality
2016,recogbegin,.l,Logical skip
2017,recogbegin,.l,Logical skip
2018,recogbegin,.l,Logical skip
2019,recogbegin,.l,Logical skip
2020,recogbegin,.l,Logical skip
2021,recogbegin,.l,Logical skip
2022,recogbegin,.l,Logical skip
2016,recogbegin,.m,No valid response
2017,recogbegin,.m,No valid response
2018,recogbegin,.m,No valid response
2019,recogbegin,.m,No valid response
2020,recogbegin,.m,No valid response
2021,recogbegin,.m,No valid response
2022,recogbegin,.m,No valid response
2016,recogbegin,.n,Not in universe
2017,recogbegin,.n,Not in universe
2018,recogbegin,.n,Not in universe
2019,recogbegin,.n,Not in universe
2020,recogbegin,.n,Not in universe
2021,recogbegin,.n,Not in universe
2022,recogbegin,.n,Not in universe
2016,recogbegin,1,All of the time
2017,recogbegin,1,Always
2018,recogbegin,1,Always
2019,recogbegin,1,Always
2020,recogbegin,1,Always
2021,recogbegin,1,Always
2022,recogbegin,1,Always
2016,recogbegin,2,Most of the time
2017,recogbegin,2,Most of the time
2018,recogbegin,2,Most of the time
2019,recogbegin,2,Most of the time
2020,recogbegin,2,Most of the time
2021,recogbegin,2,Most of the time
2022,recogbegin,2,Most of the time
2016,recogbegin,3,Some of the time
2017,recogbegin,3,About half the time
2018,recogbegin,3,About half the time
2019,recogbegin,3,About half the time
2020,recogbegin,3,About half the time
2021,recogbegin,3,About half the time
2022,recogbegin,3,About half the time
2016,recogbegin,4,None of the time
2017,recogbegin,4,Sometimes
2018,recogbegin,4,Sometimes
2019,recogbegin,4,Sometimes
2020,recogbegin,4,Sometimes
2021,recogbegin,4,Sometimes
2022,recogbegin,4,Sometimes
2017,recogbegin,5,Never
2018,recogbegin,5,Never
2019,recogbegin,5,Never
2020,recogbegin,5,Never
2021,recogbegin,5,Never
2022,recogbegin,5,Never
2016,recshapes,.d,Suppressed for confidentiality
2017,recshapes,.d,Suppressed for confidentiality
2018,recshapes,.d,Suppressed for confidentiality
2019,recshapes,.d,Suppressed for confidentiality
2020,recshapes,.d,Suppressed for confidentiality
2021,recshapes,.d,Suppressed for confidentiality
2016,recshapes,.l,Logical skip
2017,recshapes,.l,Logical skip
2018,recshapes,.l,Logical skip
2019,recshapes,.l,Logical skip
2020,recshapes,.l,Logical skip
2021,recshapes,.l,Logical skip
2016,recshapes,.m,No valid response
2017,recshapes,.m,No valid response
2018,recshapes,.m,No valid response
2019,recshapes,.m,No valid response
2020,recshapes,.m,No valid response
2021,recshapes,.m,No valid response
2016,recshapes,.n,Not in universe
2017,recshapes,.n,Not in universe
2018,recshapes,.n,Not in universe
2019,recshapes,.n,Not in universe
2020,recshapes,.n,Not in universe
2021,recshapes,.n,Not in universe
2016,recshapes,1,All of the time
2017,recshapes,1,Always
2018,recshapes,1,Always
2019,recshapes,1,Always
2020,recshapes,1,Always
2021,recshapes,1,Always
2016,recshapes,2,Most of the time
2017,recshapes,2,Most of the time
2018,recshapes,2,Most of the time
2019,recshapes,2,Most of the time
2020,recshapes,2,Most of the time
2021,recshapes,2,Most of the time
2016,recshapes,3,Some of the time
2017,recshapes,3,About half the time
2018,recshapes,3,About half the time
2019,recshapes,3,About half the time
2020,recshapes,3,About half the time
2021,recshapes,3,About half the time
2016,recshapes,4,None of the time
2017,recshapes,4,Sometimes
2018,recshapes,4,Sometimes
2019,recshapes,4,Sometimes
2020,recshapes,4,Sometimes
2021,recshapes,4,Sometimes
2017,recshapes,5,Never
2018,recshapes,5,Never
2019,recshapes,5,Never
2020,recshapes,5,Never
2021,recshapes,5,Never
2016,repeated,.d,Suppressed for confidentiality
2017,repeated,.d,Suppressed for confidentiality
2018,repeated,.d,Suppressed for confidentiality
2019,repeated,.d,Suppressed for confidentiality
2020,repeated,.d,Suppressed for confidentiality
2021,repeated,.d,Suppressed for confidentiality
2022,repeated,.d,Suppressed for confidentiality
2016,repeated,.l,Logical skip
2017,repeated,.l,Logical skip
2018,repeated,.l,Logical skip
2019,repeated,.l,Logical skip
2020,repeated,.l,Logical skip
2021,repeated,.l,Logical skip
2022,repeated,.l,Logical skip
2016,repeated,.m,No valid response
2017,repeated,.m,No valid response
2018,repeated,.m,No valid response
2019,repeated,.m,No valid response
2020,repeated,.m,No valid response
2021,repeated,.m,No valid response
2022,repeated,.m,No valid response
2016,repeated,.n,Not in universe
2017,repeated,.n,Not in universe
2018,repeated,.n,Not in universe
2019,repeated,.n,Not in universe
2020,repeated,.n,Not in universe
2021,repeated,.n,Not in universe
2022,repeated,.n,Not in universe
2016,repeated,1,Yes
2017,repeated,1,Yes
2018,repeated,1,Yes
2019,repeated,1,Yes
2020,repeated,1,Yes
2021,repeated,1,Yes
2022,repeated,1,Yes
2016,repeated,2,No
2017,repeated,2,No
2018,repeated,2,No
2019,repeated,2,No
2020,repeated,2,No
2021,repeated,2,No
2022,repeated,2,No
2016,rhymeword,.d,Suppressed for confidentiality
2017,rhymeword,.d,Suppressed for confidentiality
2018,rhymeword,.d,Suppressed for confidentiality
2019,rhymeword,.d,Suppressed for confidentiality
2020,rhymeword,.d,Suppressed for confidentiality
2021,rhymeword,.d,Suppressed for confidentiality
2016,rhymeword,.l,Logical skip
2017,rhymeword,.l,Logical skip
2018,rhymeword,.l,Logical skip
2019,rhymeword,.l,Logical skip
2020,rhymeword,.l,Logical skip
2021,rhymeword,.l,Logical skip
2016,rhymeword,.m,No valid response
2017,rhymeword,.m,No valid response
2018,rhymeword,.m,No valid response
2019,rhymeword,.m,No valid response
2020,rhymeword,.m,No valid response
2021,rhymeword,.m,No valid response
2016,rhymeword,.n,Not in universe
2017,rhymeword,.n,Not in universe
2018,rhymeword,.n,Not in universe
2019,rhymeword,.n,Not in universe
2020,rhymeword,.n,Not in universe
2021,rhymeword,.n,Not in universe
2016,rhymeword,1,Yes
2017,rhymeword,1,Yes
2018,rhymeword,1,Yes
2019,rhymeword,1,Yes
2020,rhymeword,1,Yes
2021,rhymeword,1,Yes
2016,rhymeword,2,No
2017,rhymeword,2,No
2018,rhymeword,2,No
2019,rhymeword,2,No
2020,rhymeword,2,No
2021,rhymeword,2,No
2022,rhymeword_r,.d,Suppressed for confidentiality
2022,rhymeword_r,.l,Logical skip
2022,rhymeword_r,.m,No valid response
2022,rhymeword_r,.n,Not in universe
2022,rhymeword_r,1,This child cannot rhyme
2022,rhymeword_r,2,Not well
2022,rhymeword_r,3,Somewhat well
2022,rhymeword_r,4,Very well
2016,s4q01,.d,Suppressed for confidentiality
2017,s4q01,.d,Suppressed for confidentiality
2018,s4q01,.d,Suppressed for confidentiality
2019,s4q01,.d,Suppressed for confidentiality
2020,s4q01,.d,Suppressed for confidentiality
2021,s4q01,.d,Suppressed for confidentiality
2022,s4q01,.d,Suppressed for confidentiality
2016,s4q01,.l,Logical skip
2017,s4q01,.l,Logical skip
2018,s4q01,.l,Logical skip
2019,s4q01,.l,Logical skip
2020,s4q01,.l,Logical skip
2021,s4q01,.l,Logical skip
2022,s4q01,.l,Logical skip
2016,s4q01,.m,No valid response
2017,s4q01,.m,No valid response
2018,s4q01,.m,No valid response
2019,s4q01,.m,No valid response
2020,s4q01,.m,No valid response
2021,s4q01,.m,No valid response
2022,s4q01,.m,No valid response
2016,s4q01,.n,Not in universe
2017,s4q01,.n,Not in universe
2018,s4q01,.n,Not in universe
2019,s4q01,.n,Not in universe
2020,s4q01,.n,Not in universe
2021,s4q01,.n,Not in universe
2022,s4q01,.n,Not in universe
2016,s4q01,1,Yes
2017,s4q01,1,Yes
2018,s4q01,1,Yes
2019,s4q01,1,Yes
2020,s4q01,1,Yes
2021,s4q01,1,Yes
2022,s4q01,1,Yes
2016,s4q01,2,No
2017,s4q01,2,No
2018,s4q01,2,No
2019,s4q01,2,No
2020,s4q01,2,No
2021,s4q01,2,No
2022,s4q01,2,No
2016,s9q34,.d,Suppressed for confidentiality
2017,s9q34,.d,Suppressed for confidentiality
2018,s9q34,.d,Suppressed for confidentiality
2019,s9q34,.d,Suppressed for confidentiality
2020,s9q34,.d,Suppressed for confidentiality
2021,s9q34,.d,Suppressed for confidentiality
2022,s9q34,.d,Suppressed for confidentiality
2016,s9q34,.l,Logical skip
2017,s9q34,.l,Logical skip
2018,s9q34,.l,Logical skip
2019,s9q34,.l,Logical skip
2020,s9q34,.l,Logical skip
2021,s9q34,.l,Logical skip
2022,s9q34,.l,Logical skip
2016,s9q34,.m,No valid response
2017,s9q34,.m,No valid response
2018,s9q34,.m,No valid response
2019,s9q34,.m,No valid response
2020,s9q34,.m,No valid response
2021,s9q34,.m,No valid response
2022,s9q34,.m,No valid response
2016,s9q34,.n,Not in universe
2017,s9q34,.n,Not in universe
2018,s9q34,.n,Not in universe
2019,s9q34,.n,Not in universe
2020,s9q34,.n,Not in universe
2021,s9q34,.n,Not in universe
2022,s9q34,.n,Not in universe
2016,s9q34,1,Yes
2017,s9q34,1,Yes
2018,s9q34,1,Yes
2019,s9q34,1,Yes
2020,s9q34,1,Yes
2021,s9q34,1,Yes
2022,s9q34,1,Yes
2016,s9q34,2,No
2017,s9q34,2,No
2018,s9q34,2,No
2019,s9q34,2,No
2020,s9q34,2,No
2021,s9q34,2,No
2022,s9q34,2,No
2022,samesound,.d,Suppressed for confidentiality
2022,samesound,.l,Logical skip
2022,samesound,.m,No valid response
2022,samesound,.n,Not in universe
2022,samesound,1,Always
2022,samesound,2,Most of the time
2022,samesound,3,About half the time
2022,samesound,4,Sometimes
2022,samesound,5,Never
2016,sc_age_lt10,.d,Suppressed for confidentiality
2017,sc_age_lt10,.d,Suppressed for confidentiality
2018,sc_age_lt10,.d,Suppressed for confidentiality
2019,sc_age_lt10,.d,Suppressed for confidentiality
2020,sc_age_lt10,.d,Suppressed for confidentiality
2021,sc_age_lt10,.d,Suppressed for confidentiality
2022,sc_age_lt10,.d,Suppressed for confidentiality
2016,sc_age_lt10,.l,Logical skip
2017,sc_age_lt10,.l,Logical skip
2018,sc_age_lt10,.l,Logical skip
2019,sc_age_lt10,.l,Logical skip
2020,sc_age_lt10,.l,Logical skip
2021,sc_age_lt10,.l,Logical skip
2022,sc_age_lt10,.l,Logical skip
2016,sc_age_lt10,.m,No valid response
2017,sc_age_lt10,.m,No valid response
2018,sc_age_lt10,.m,No valid response
2019,sc_age_lt10,.m,No valid response
2020,sc_age_lt10,.m,No valid response
2021,sc_age_lt10,.m,No valid response
2022,sc_age_lt10,.m,No valid response
2016,sc_age_lt10,.n,Not in universe
2017,sc_age_lt10,.n,Not in universe
2018,sc_age_lt10,.n,Not in universe
2019,sc_age_lt10,.n,Not in universe
2020,sc_age_lt10,.n,Not in universe
2021,sc_age_lt10,.n,Not in universe
2022,sc_age_lt10,.n,Not in universe
2016,sc_age_lt10,1,LT 10 Months Old
2017,sc_age_lt10,1,LT 10 Months Old
2018,sc_age_lt10,1,LT 10 Months Old
2019,sc_age_lt10,1,LT 10 Months Old
2020,sc_age_lt10,1,LT 10 Months Old
2021,sc_age_lt10,1,LT 10 Months Old
2022,sc_age_lt10,1,LT 10 Months Old
2016,sc_age_lt10,2,GE 10 Months Old
2017,sc_age_lt10,2,GE 10 Months Old
2018,sc_age_lt10,2,GE 10 Months Old
2019,sc_age_lt10,2,GE 10 Months Old
2020,sc_age_lt10,2,GE 10 Months Old
2021,sc_age_lt10,2,GE 10 Months Old
2022,sc_age_lt10,2,GE 10 Months Old
2016,sc_age_lt4,.d,Suppressed for confidentiality
2017,sc_age_lt4,.d,Suppressed for confidentiality
2018,sc_age_lt4,.d,Suppressed for confidentiality
2019,sc_age_lt4,.d,Suppressed for confidentiality
2020,sc_age_lt4,.d,Suppressed for confidentiality
2021,sc_age_lt4,.d,Suppressed for confidentiality
2022,sc_age_lt4,.d,Suppressed for confidentiality
2016,sc_age_lt4,.l,Logical skip
2017,sc_age_lt4,.l,Logical skip
2018,sc_age_lt4,.l,Logical skip
2019,sc_age_lt4,.l,Logical skip
2020,sc_age_lt4,.l,Logical skip
2021,sc_age_lt4,.l,Logical skip
2022,sc_age_lt4,.l,Logical skip
2016,sc_age_lt4,.m,No valid response
2017,sc_age_lt4,.m,No valid response
2018,sc_age_lt4,.m,No valid response
2019,sc_age_lt4,.m,No valid response
2020,sc_age_lt4,.m,No valid response
2021,sc_age_lt4,.m,No valid response
2022,sc_age_lt4,.m,No valid response
2016,sc_age_lt4,.n,Not in universe
2017,sc_age_lt4,.n,Not in universe
2018,sc_age_lt4,.n,Not in universe
2019,sc_age_lt4,.n,Not in universe
2020,sc_age_lt4,.n,Not in universe
2021,sc_age_lt4,.n,Not in universe
2022,sc_age_lt4,.n,Not in universe
2016,sc_age_lt4,1,LT 4 Months Old
2017,sc_age_lt4,1,LT 4 Months Old
2018,sc_age_lt4,1,LT 4 Months Old
2019,sc_age_lt4,1,LT 4 Months Old
2020,sc_age_lt4,1,LT 4 Months Old
2021,sc_age_lt4,1,LT 4 Months Old
2022,sc_age_lt4,1,LT 4 Months Old
2016,sc_age_lt4,2,GE 4 Months Old
2017,sc_age_lt4,2,GE 4 Months Old
2018,sc_age_lt4,2,GE 4 Months Old
2019,sc_age_lt4,2,GE 4 Months Old
2020,sc_age_lt4,2,GE 4 Months Old
2021,sc_age_lt4,2,GE 4 Months Old
2022,sc_age_lt4,2,GE 4 Months Old
2016,sc_age_lt6,.d,Suppressed for confidentiality
2017,sc_age_lt6,.d,Suppressed for confidentiality
2018,sc_age_lt6,.d,Suppressed for confidentiality
2019,sc_age_lt6,.d,Suppressed for confidentiality
2020,sc_age_lt6,.d,Suppressed for confidentiality
2021,sc_age_lt6,.d,Suppressed for confidentiality
2022,sc_age_lt6,.d,Suppressed for confidentiality
2016,sc_age_lt6,.l,Logical skip
2017,sc_age_lt6,.l,Logical skip
2018,sc_age_lt6,.l,Logical skip
2019,sc_age_lt6,.l,Logical skip
2020,sc_age_lt6,.l,Logical skip
2021,sc_age_lt6,.l,Logical skip
2022,sc_age_lt6,.l,Logical skip
2016,sc_age_lt6,.m,No valid response
2017,sc_age_lt6,.m,No valid response
2018,sc_age_lt6,.m,No valid response
2019,sc_age_lt6,.m,No valid response
2020,sc_age_lt6,.m,No valid response
2021,sc_age_lt6,.m,No valid response
2022,sc_age_lt6,.m,No valid response
2016,sc_age_lt6,.n,Not in universe
2017,sc_age_lt6,.n,Not in universe
2018,sc_age_lt6,.n,Not in universe
2019,sc_age_lt6,.n,Not in universe
2020,sc_age_lt6,.n,Not in universe
2021,sc_age_lt6,.n,Not in universe
2022,sc_age_lt6,.n,Not in universe
2016,sc_age_lt6,1,LT 6 Months Old
2017,sc_age_lt6,1,LT 6 Months Old
2018,sc_age_lt6,1,LT 6 Months Old
2019,sc_age_lt6,1,LT 6 Months Old
2020,sc_age_lt6,1,LT 6 Months Old
2021,sc_age_lt6,1,LT 6 Months Old
2022,sc_age_lt6,1,LT 6 Months Old
2016,sc_age_lt6,2,GE 6 Months Old
2017,sc_age_lt6,2,GE 6 Months Old
2018,sc_age_lt6,2,GE 6 Months Old
2019,sc_age_lt6,2,GE 6 Months Old
2020,sc_age_lt6,2,GE 6 Months Old
2021,sc_age_lt6,2,GE 6 Months Old
2022,sc_age_lt6,2,GE 6 Months Old
2016,sc_age_lt9,.d,Suppressed for confidentiality
2017,sc_age_lt9,.d,Suppressed for confidentiality
2018,sc_age_lt9,.d,Suppressed for confidentiality
2019,sc_age_lt9,.d,Suppressed for confidentiality
2020,sc_age_lt9,.d,Suppressed for confidentiality
2021,sc_age_lt9,.d,Suppressed for confidentiality
2022,sc_age_lt9,.d,Suppressed for confidentiality
2016,sc_age_lt9,.l,Logical skip
2017,sc_age_lt9,.l,Logical skip
2018,sc_age_lt9,.l,Logical skip
2019,sc_age_lt9,.l,Logical skip
2020,sc_age_lt9,.l,Logical skip
2021,sc_age_lt9,.l,Logical skip
2022,sc_age_lt9,.l,Logical skip
2016,sc_age_lt9,.m,No valid response
2017,sc_age_lt9,.m,No valid response
2018,sc_age_lt9,.m,No valid response
2019,sc_age_lt9,.m,No valid response
2020,sc_age_lt9,.m,No valid response
2021,sc_age_lt9,.m,No valid response
2022,sc_age_lt9,.m,No valid response
2016,sc_age_lt9,.n,Not in universe
2017,sc_age_lt9,.n,Not in universe
2018,sc_age_lt9,.n,Not in universe
2019,sc_age_lt9,.n,Not in universe
2020,sc_age_lt9,.n,Not in universe
2021,sc_age_lt9,.n,Not in universe
2022,sc_age_lt9,.n,Not in universe
2016,sc_age_lt9,1,LT 9 Months Old
2017,sc_age_lt9,1,LT 9 Months Old
2018,sc_age_lt9,1,LT 9 Months Old
2019,sc_age_lt9,1,LT 9 Months Old
2020,sc_age_lt9,1,LT 9 Months Old
2021,sc_age_lt9,1,LT 9 Months Old
2022,sc_age_lt9,1,LT 9 Months Old
2016,sc_age_lt9,2,GE 9 Months Old
2017,sc_age_lt9,2,GE 9 Months Old
2018,sc_age_lt9,2,GE 9 Months Old
2019,sc_age_lt9,2,GE 9 Months Old
2020,sc_age_lt9,2,GE 9 Months Old
2021,sc_age_lt9,2,GE 9 Months Old
2022,sc_age_lt9,2,GE 9 Months Old
2017,sc_age_years,.d,Suppressed for confidentiality
2018,sc_age_years,.d,Suppressed for confidentiality
2019,sc_age_years,.d,Suppressed for confidentiality
2020,sc_age_years,.d,Suppressed for confidentiality
2021,sc_age_years,.d,Suppressed for confidentiality
2022,sc_age_years,.d,Suppressed for confidentiality
2017,sc_age_years,.l,Logical skip
2018,sc_age_years,.l,Logical skip
2019,sc_age_years,.l,Logical skip
2020,sc_age_years,.l,Logical skip
2021,sc_age_years,.l,Logical skip
2022,sc_age_years,.l,Logical skip
2017,sc_age_years,.m,No valid response
2018,sc_age_years,.m,No valid response
2019,sc_age_years,.m,No valid response
2020,sc_age_years,.m,No valid response
2021,sc_age_years,.m,No valid response
2022,sc_age_years,.m,No valid response
2017,sc_age_years,.n,Not in universe
2018,sc_age_years,.n,Not in universe
2019,sc_age_years,.n,Not in universe
2020,sc_age_years,.n,Not in universe
2021,sc_age_years,.n,Not in universe
2022,sc_age_years,.n,Not in universe
2016,sc_aian,.d,Suppressed for confidentiality
2017,sc_aian,.d,Suppressed for confidentiality
2018,sc_aian,.d,Suppressed for confidentiality
2019,sc_aian,.d,Suppressed for confidentiality
2020,sc_aian,.d,Suppressed for confidentiality
2021,sc_aian,.d,Suppressed for confidentiality
2022,sc_aian,.d,Suppressed for confidentiality
2016,sc_aian,.l,Logical skip
2017,sc_aian,.l,Logical skip
2018,sc_aian,.l,Logical skip
2019,sc_aian,.l,Logical skip
2020,sc_aian,.l,Logical skip
2021,sc_aian,.l,Logical skip
2022,sc_aian,.l,Logical skip
2016,sc_aian,.m,No valid response
2017,sc_aian,.m,No valid response
2018,sc_aian,.m,No valid response
2019,sc_aian,.m,No valid response
2020,sc_aian,.m,No valid response
2021,sc_aian,.m,No valid response
2022,sc_aian,.m,No valid response
2016,sc_aian,.n,Not in universe
2017,sc_aian,.n,Not in universe
2018,sc_aian,.n,Not in universe
2019,sc_aian,.n,Not in universe
2020,sc_aian,.n,Not in universe
2021,sc_aian,.n,Not in universe
2022,sc_aian,.n,Not in universe
2016,sc_aian,1,American Indian or Alaska Native
2017,sc_aian,1,American Indian or Alaska Native
2018,sc_aian,1,American Indian or Alaska Native
2019,sc_aian,1,American Indian or Alaska Native
2020,sc_aian,1,American Indian or Alaska Native
2021,sc_aian,1,American Indian or Alaska Native
2022,sc_aian,1,American Indian or Alaska Native
2016,sc_aian,2,Not American Indian or Alaska Native
2017,sc_aian,2,Not American Indian or Alaska Native
2018,sc_aian,2,Not American Indian or Alaska Native
2019,sc_aian,2,Not American Indian or Alaska Native
2020,sc_aian,2,Not American Indian or Alaska Native
2021,sc_aian,2,Not American Indian or Alaska Native
2022,sc_aian,2,Not American Indian or Alaska Native
2016,sc_asian,.d,Suppressed for confidentiality
2017,sc_asian,.d,Suppressed for confidentiality
2018,sc_asian,.d,Suppressed for confidentiality
2019,sc_asian,.d,Suppressed for confidentiality
2020,sc_asian,.d,Suppressed for confidentiality
2021,sc_asian,.d,Suppressed for confidentiality
2022,sc_asian,.d,Suppressed for confidentiality
2016,sc_asian,.l,Logical skip
2017,sc_asian,.l,Logical skip
2018,sc_asian,.l,Logical skip
2019,sc_asian,.l,Logical skip
2020,sc_asian,.l,Logical skip
2021,sc_asian,.l,Logical skip
2022,sc_asian,.l,Logical skip
2016,sc_asian,.m,No valid response
2017,sc_asian,.m,No valid response
2018,sc_asian,.m,No valid response
2019,sc_asian,.m,No valid response
2020,sc_asian,.m,No valid response
2021,sc_asian,.m,No valid response
2022,sc_asian,.m,No valid response
2016,sc_asian,.n,Not in universe
2017,sc_asian,.n,Not in universe
2018,sc_asian,.n,Not in universe
2019,sc_asian,.n,Not in universe
2020,sc_asian,.n,Not in universe
2021,sc_asian,.n,Not in universe
2022,sc_asian,.n,Not in universe
2016,sc_asian,1,Asian
2017,sc_asian,1,Asian
2018,sc_asian,1,Asian
2019,sc_asian,1,Asian
2020,sc_asian,1,Asian
2021,sc_asian,1,Asian
2022,sc_asian,1,Asian
2016,sc_asian,2,Not Asian
2017,sc_asian,2,Not Asian
2018,sc_asian,2,Not Asian
2019,sc_asian,2,Not Asian
2020,sc_asian,2,Not Asian
2021,sc_asian,2,Not Asian
2022,sc_asian,2,Not Asian
2016,sc_cshcn,.d,Suppressed for confidentiality
2017,sc_cshcn,.d,Suppressed for confidentiality
2018,sc_cshcn,.d,Suppressed for confidentiality
2019,sc_cshcn,.d,Suppressed for confidentiality
2020,sc_cshcn,.d,Suppressed for confidentiality
2021,sc_cshcn,.d,Suppressed for confidentiality
2022,sc_cshcn,.d,Suppressed for confidentiality
2016,sc_cshcn,.l,Logical skip
2017,sc_cshcn,.l,Logical skip
2018,sc_cshcn,.l,Logical skip
2019,sc_cshcn,.l,Logical skip
2020,sc_cshcn,.l,Logical skip
2021,sc_cshcn,.l,Logical skip
2022,sc_cshcn,.l,Logical skip
2016,sc_cshcn,.m,No valid response
2017,sc_cshcn,.m,No valid response
2018,sc_cshcn,.m,No valid response
2019,sc_cshcn,.m,No valid response
2020,sc_cshcn,.m,No valid response
2021,sc_cshcn,.m,No valid response
2022,sc_cshcn,.m,No valid response
2016,sc_cshcn,.n,Not in universe
2017,sc_cshcn,.n,Not in universe
2018,sc_cshcn,.n,Not in universe
2019,sc_cshcn,.n,Not in universe
2020,sc_cshcn,.n,Not in universe
2021,sc_cshcn,.n,Not in universe
2022,sc_cshcn,.n,Not in universe
2016,sc_cshcn,1,SHCN
2017,sc_cshcn,1,SHCN
2018,sc_cshcn,1,SHCN
2019,sc_cshcn,1,SHCN
2020,sc_cshcn,1,SHCN
2021,sc_cshcn,1,SHCN
2022,sc_cshcn,1,SHCN
2016,sc_cshcn,2,Non-SHCN
2017,sc_cshcn,2,Non-SHCN
2018,sc_cshcn,2,Non-SHCN
2019,sc_cshcn,2,Non-SHCN
2020,sc_cshcn,2,Non-SHCN
2021,sc_cshcn,2,Non-SHCN
2022,sc_cshcn,2,Non-SHCN
2019,sc_english,.d,Suppressed for confidentiality
2020,sc_english,.d,Suppressed for confidentiality
2021,sc_english,.d,Suppressed for confidentiality
2022,sc_english,.d,Suppressed for confidentiality
2019,sc_english,.l,Logical skip
2020,sc_english,.l,Logical skip
2021,sc_english,.l,Logical skip
2022,sc_english,.l,Logical skip
2019,sc_english,.m,No valid response
2020,sc_english,.m,No valid response
2021,sc_english,.m,No valid response
2022,sc_english,.m,No valid response
2019,sc_english,.n,Not in universe
2020,sc_english,.n,Not in universe
2021,sc_english,.n,Not in universe
2022,sc_english,.n,Not in universe
2019,sc_english,1,Very well
2020,sc_english,1,Very well
2021,sc_english,1,Very well
2022,sc_english,1,Very well
2019,sc_english,2,Well
2020,sc_english,2,Well
2021,sc_english,2,Well
2022,sc_english,2,Well
2019,sc_english,3,Not well
2020,sc_english,3,Not well
2021,sc_english,3,Not well
2022,sc_english,3,Not well
2019,sc_english,4,Not at all
2020,sc_english,4,Not at all
2021,sc_english,4,Not at all
2022,sc_english,4,Not at all
2016,sc_hispanic_r,.d,Suppressed for confidentiality
2017,sc_hispanic_r,.d,Suppressed for confidentiality
2018,sc_hispanic_r,.d,Suppressed for confidentiality
2019,sc_hispanic_r,.d,Suppressed for confidentiality
2020,sc_hispanic_r,.d,Suppressed for confidentiality
2021,sc_hispanic_r,.d,Suppressed for confidentiality
2022,sc_hispanic_r,.d,Suppressed for confidentiality
2016,sc_hispanic_r,.l,Logical skip
2017,sc_hispanic_r,.l,Logical skip
2018,sc_hispanic_r,.l,Logical skip
2019,sc_hispanic_r,.l,Logical skip
2020,sc_hispanic_r,.l,Logical skip
2021,sc_hispanic_r,.l,Logical skip
2022,sc_hispanic_r,.l,Logical skip
2016,sc_hispanic_r,.m,No valid response
2017,sc_hispanic_r,.m,No valid response
2018,sc_hispanic_r,.m,No valid response
2019,sc_hispanic_r,.m,No valid response
2020,sc_hispanic_r,.m,No valid response
2021,sc_hispanic_r,.m,No valid response
2022,sc_hispanic_r,.m,No valid response
2016,sc_hispanic_r,.n,Not in universe
2017,sc_hispanic_r,.n,Not in universe
2018,sc_hispanic_r,.n,Not in universe
2019,sc_hispanic_r,.n,Not in universe
2020,sc_hispanic_r,.n,Not in universe
2021,sc_hispanic_r,.n,Not in universe
2022,sc_hispanic_r,.n,Not in universe
2016,sc_hispanic_r,1,Hispanic or Latino Origin
2017,sc_hispanic_r,1,Hispanic or Latino Origin
2018,sc_hispanic_r,1,Hispanic or Latino Origin
2019,sc_hispanic_r,1,Hispanic or Latino Origin
2020,sc_hispanic_r,1,Hispanic or Latino Origin
2021,sc_hispanic_r,1,Hispanic or Latino Origin
2022,sc_hispanic_r,1,Hispanic or Latino Origin
2016,sc_hispanic_r,2,Not Hispanic or Latino Origin
2017,sc_hispanic_r,2,Not Hispanic or Latino Origin
2018,sc_hispanic_r,2,Not Hispanic or Latino Origin
2019,sc_hispanic_r,2,Not Hispanic or Latino Origin
2020,sc_hispanic_r,2,Not Hispanic or Latino Origin
2021,sc_hispanic_r,2,Not Hispanic or Latino Origin
2022,sc_hispanic_r,2,Not Hispanic or Latino Origin
2017,sc_hispanic_r_if,.d,Suppressed for confidentiality
2018,sc_hispanic_r_if,.d,Suppressed for confidentiality
2019,sc_hispanic_r_if,.d,Suppressed for confidentiality
